TTitle1	TDescription1	318	334	false	true	0	12	GTitle	0
TTitle1	TDescription1	318	334	false	true	0	12	GTitle	0
TTitle3	TDescription3	318	334	true	false	1	13	GTitle2	0
TTitle1	TDescription1	318	334	false	true	0	12	GTitle	0
TTitle1	TDescription1	318	334	false	true	0	12	GTitle	0
TTitle3	TDescription3	318	334	true	false	1	13	GTitle2	0
Title1	TDescription1	318	364	false	true	0	13	GTitle	0
TTitle1	TDescription1	318	334	false	true	0	12	GTitle	0
TTitle1	TDescription1	318	334	false	true	0	12	GTitle	0
TTitle3	TDescription3	318	334	true	false	1	13	GTitle2	0
Title1	TDescription1	318	364	false	true	0	13	GTitle	0
Title2	Desc2	318	334	false	true	1	6	GTitle2	0
TTitle1	TDescription1	318	334	false	true	0	12	GTitle	0
TTitle1	TDescription1	318	334	false	true	0	12	GTitle	0
TTitle3	TDescription3	318	334	true	false	1	13	GTitle2	0
Title1	TDescription1	318	364	false	true	0	13	GTitle	0
Title2	Desc2	318	334	false	true	1	6	GTitle2	0
Title3	Desc3	318	334	true	true	2	14	GTitle	0
